url,headline,published_date,full_content,extraction_method,error,year,month
https://economictimes.indiatimes.com/news/international/us/beware-of-scammers-offering-you-beyonces-cowboy-carter-tour-tickets-warns-ticketmaster/articleshow/118030347.cms,"Beware of scammers offering you Beyonce’s Cowboy Carter tour tickets, warns Ticketmaster","07 Feb, 2025, 10:39 PM IST","ANI Beyonce ’s fans have been eagerly waiting for her Cowboy Carter Tour , which is set to commence on April 28. In the midst of the excitement, the American ticket sales and distribution company Ticketmaster has issued a warning against potential scammers trying to sell illegitimate tickets . According to USA Today, Ticketmaster took to social media to report about the scenario, “Do not trust anyone trying to sell you tickets before they go on sale beginning Tuesday, 2/11. These are scammers trying to sell you fake tickets.” The first tickets are set to go on sale from February 11. Ticketmaster makes fans aware about ‘speculative listing’ On its blog, Ticketmaster talks about what is known as speculative listing, USA Today reports. Speculative listing happens when unofficial ticket sellers sell tickets without having any. They bet they will get tickets and then resell them to the fans. It is an illegal practice and considered fraud in many states. ""Speculative ticketing forces real fans to compete against resellers who are acquiring tickets to fulfill the speculations they made,"" read the blog. ""These resellers are actually preventing fans from getting tickets through a legitimate source like Ticketmaster."" Also Read : Mattel plans toy price hike to counter Donald Trump's tariffs – Here's what we know Live Events Fans’ reaction to the Ticketmaster warning The warning from Ticketmaster received widespread reaction from fans, with some calling out its sky-rocket high ticket prices and others reminding the company of the Department of Justice lawsuit. In May 2024, the Department of Justice sued Live Nation Entertainment Inc. and its subsidiary Ticketmaster for monopolization of markets across the live concert industry, as per USA Today. It stated that this monopolization harms fans, artists, venues and innovation. ""Are YOU going to fix the RIDICULOUS dynamic pricing to make the experience like other countries??"", an X user responded to the Ticketmaster warning. Beyonce’s Tour and the dates Beyonce, who has the record for most Grammy wins (32), is set to kick off her Cowboy Carter and the Rodeo Chitlin’ Circuit Tour at Los Angeles on April 28, with its conclusion on July 11 at Atlanta. Here is the list for tour stops as per USA Today: Los Angeles: SoFi Stadium, on April 28, May 1,4 and 7. Chicago: Soldier Field on May 15 and 17. New Jersey: MetLife Stadium on May 22, 24, 25 and 28. London: Tottenham Hotspur Stadium on June 5, 7, 10 and 12. Paris: Stade de France on June 19 and 21. Houston: NRG Stadium on June 28 and 29. Washington, D.C.: Northwest Stadium on July 4 and 7. Atlanta: Mercedes Benz Stadium on July 10 and 11. Getting Beyonce’s tour tickets General-sale tickets of the tour will be available for fans from February 14 at noon local time online on beyonce.com. The presale tickets will be available on February 11 noon through 11 am on February 12, local time. Also Read: Elon Musk's Tesla sees 11.5% sales drop in China as rival BYD races ahead At select markets internationally, there will also be sponsored presales, reports USA Today: U.S. - Citi Presale: Citi cardmembers can get presale tickets from February 12 noon through February 13 through the Citi Entertainment program. U.S. - Verizon Up Presale: Verizon customers can get the presale tickets from noon local time February 12 until February 13. U.K. + France - Mastercard Presale: Mastercard holders can get access to the presale tickets in London and Paris from noon local time February 12 through February 13. FAQs: Q1. How many Grammys has Beyonce won? A. Beyonce has won 32 Grammys, which is a record. Q2. What is Ticketmaster? A. Ticketmaster is an American company which indulges in sales and distribution of tickets. (",article tag,,2025,February
https://economictimes.indiatimes.com/news/international/us/beyonc-celebrates-cowboy-carter-grammy-win-with-metlife-shows/articleshow/117894540.cms,Beyoncé Celebrates ‘Cowboy Carter’ Grammy Win with MetLife Shows,"04 Feb, 2025, 12:11 AM IST","AP Grammy 2025 for Album of the Year goes to Beyonce! Her album, Cowboy Carter Tour , the highly anticipated album got everyone thrilled to fill in the already legendary career. With this win, Beyoncé’s hard work and artistry were recognized once again, making her one of the most influential artists of this generation. Acknowledging her journey, the work of her collaborators, and her growing legacy, Beyoncé now embarks on her Cowboy Carter Tour. She took home multiple awards, including the highly coveted Album of the Year. This win was a significant moment in her career, considering the many years she committed to perfecting her craft. As per the Hollywood Reporter , while accepting her Grammy, Beyoncé shared a heartfelt message. “I just feel very full and very honored. It’s been many, many years,” she said. Her gratitude was evident as she continued, “I just wanna thank the Grammys, every songwriter, every collaborator, every producer, all of the hard work. I want to dedicate this to Ms. [Linda] Martell, and I hope we just keep pushing forward, opening doors. God bless y’all. Thank you so much.” Also Read : Were Kanye West and Bianca Censori asked to leave the 2025 Grammys? Here’s the truth Live Events Beyoncé is set to redefine the boundaries of music and performance as she announces the tour. Fans are excited to witness the monumental event, after her track record of delivering groundbreaking shows. She will be performing her latest hits and fan favorites, all while celebrating her recent achievements. What is the Schedule for the Cowboy Carter Tour 2025? The Cowboy Carter Tour is set to redefine the global stage. The tour schedule spans across multiple cities. Here is Beyoncé’s tour schedule 2025: April 28 at SoFi Stadium in Los Angeles, CA May 1 at SoFi Stadium in Los Angeles, CA May 4 at SoFi Stadium in Los Angeles, CA May 7 at SoFi Stadium in Los Angeles, CA May 15 at Soldier Field in Chicago, IL May 17 at Soldier Field in Chicago, IL May 22 at MetLife Stadium in East Rutherford, NJ May 24 at MetLife Stadium in East Rutherford, NJ May 25 at MetLife Stadium in East Rutherford, NJ May 28 at MetLife Stadium in East Rutherford, NJ June 5 at Tottenham Hotspur Stadium in London, GB June 7 at Tottenham Hotspur Stadium in London, GB June 10 at Tottenham Hotspur Stadium in London, GB June 12 at Tottenham Hotspur Stadium in London, GB June 19 at Stade de France in Paris, FR June 21 at Stade de France in Paris, FR June 28 at NRG Stadium in Houston, TX June 29 at NRG Stadium in Houston, TX July 4 at Northwest Stadium in Washington, D.C. July 7 at Northwest Stadium in Washington, D.C. July 10 at Mercedes-Benz Stadium in Atlanta, GA July 11 at Mercedes-Benz Stadium in Atlanta, GA What Would Beyoncé Tour Contain? Fan Frenzy and Ticket Sales As always, anticipation for this tour is immense, and Beyoncé’s Grammy win has stoked the flames of anticipation. The Cowboy Carter Tour is going to be a promising setlist, combining tracks from Beyoncé's Grammy-winning album and some of her iconic hits. Energetic performances, amazing choreography, and stunning visuals will combine to wow fans, ensuring an unforgettable night. Tickets for the Cowboy Carter Tour will go on sale soon! There are always pre-sales expected that may begin in the coming weeks. As the tickets sell out fast for every Beyonce’s tour, fans are taking to social media to express their excitement about Beyoncé's live performances. Also Read : Why Crypto is falling sharply: What triggered Bitcoin, Ethereum, Solana, and XRP sell-off? This will not only celebrate Beyonce’s talent and achievements but also show how she has shaped the music world. For fans who have been following her journey for years, this tour promises to be an unforgettable celebration of everything that makes Queen bee an icon. FAQs 1. When do tickets for Beyoncé’s Cowboy Carter Tour go on sale? The exact dates for availability of tickets for Beyoncé’s Cowboy Carter Tour are to be announced soon. Pre-sales might begin in the coming weeks. Fans are advised to stay updated by following official tour announcements and subscribing to email lists to get early access. 2. What cities will Beyoncé visit on her Cowboy Carter Tour ? Tour Start: Beyoncé's Cowboy Carter Tour kicks off in March 2025. US Dates: The tour begins with several shows in major US cities. It includes two performances at MetLife Stadium in New Jersey. International Dates: Following the US leg, the tour will go international. City Details: Specific city and venue information for the international dates will be released along with the tour's launch dates. (",article tag,,2025,February
https://economictimes.indiatimes.com/industry/banking/finance/insure/india-post-payments-bank-and-pnb-metlife-partner-to-expand-life-insurance-access-nation-wide/articleshow/117729050.cms,India Post Payments Bank and PNB MetLife partner to expand life insurance access nation wide,"30 Jan, 2025, 01:47 PM IST","ANI India Post Payments Bank ( IPPB ) and PNB MetLife India Insurance Company Limited (PNB MetLife) entered into a strategic bancassurance alliance to extend access to life insurance solutions for millions of individuals nationwide. Under the collaboration, according to a release, PNB MetLife's life insurance products , combined with IPPB's network of 650 banking outlets and 110 million customers, will make life insurance accessible to every household in India. This partnership aims to help customers achieve their dreams while promoting financial inclusion across the country, the release added. Reacting to the development, R. Viswesvaran, MD and CEO of India Post Payments Bank, remarked, ""India Post Payments Bank was founded on the principle of delivering inclusive financial services across the nation. Partnering with PNB MetLife allows us to advance this mission by offering our customers a broader range of life insurance products tailored to their needs. Together, we are building a stronger ecosystem for financial security for our customers."" The release said that PNB MetLife and IPPB will work together to give more families in India more protection by creating a strong environment for life insurance adoption and awareness. Live Events Sameer Bansal, MD and CEO of PNB MetLife, stated, ""Partnering with India Post Payments Banks is more than a business collaboration--it is a shared commitment to making life insurance accessible to all Indians. This partnership reflects our belief that insurance is not merely a product but a promise of security and resilience for families. Together, we aim to take meaningful steps toward achieving financial inclusion for all, staying true to the spirit of 'Milkar Life Aage Badhaein'."" India Post Payments Bank (IPPB) has been established under the Department of Posts, Ministry of Communication with 100 per cent equity owned by Government of India. IPPB was launched on September 1, 2018. The fundamental mandate of India Post Payments Bank is to remove barriers for the unbanked and underbanked and reach the last mile leveraging the Postal network comprising 1,63,000+ Post Offices (1,43,000 in rural areas) and 190,000+ Postal employees. PNB MetLife India Insurance Company Limited (PNB MetLife) is one of the major life insurance companies in India that combines the financial strength of MetLife, Inc. with the credibility of PNB, one of the India's oldest nationalized banks. With a strong presence in 155 branches and access to customers in over 19,000 locations (as of November 30, 2024) through bank partnerships, PNB MetLife offers a comprehensive product portfolio covering Child Education, Family Protection, Long-Term Saving and Retirement. The Company has a wide range of protection and retirement products available through its sales channel of over 28,000 financial advisors and multiple bank partners and caters to over 521 group relationships in India. (",article tag,,2025,January
https://economictimes.indiatimes.com/industry/banking/finance/insure/pnb-metlife-announces-rs-594-crore-bonus-to-policyholders-for-fy22/articleshow/92881473.cms,PNB MetLife announces Rs 594 crore bonus to policyholders for FY22,"14 Jul, 2022, 10:13 PM IST","Agencies PNB MetLife said its strong fund management capabilities coupled with robust risk management practices have enabled the company to reward policyholders with consistent bonus pay-outs. PNB MetLife India Insurance Company Limited (PNB MetLife) on Thursday announced a bonus of Rs 594 crore for all eligible policyholders of participating products for fiscal year ended March 2022. A policyholder bonus is the share of profits generated by the company's participating fund, which is paid to customers at specific benefit events. The insurer said it has been consistently declaring bonuses on participating products every year, and the bonus amount for FY22 is 12 per cent higher than that of FY21. This bonus sum will benefit 4.95 lakh customers whose policies were in force as of 31st March 2022, PNB MetLife said in a release. ""This is the highest bonus that we have ever given out since our inception. Though the pandemic outbreak led to market volatility, we at PNB MetLife have been able to deliver consistent returns to our policyholders as a result of our prudent management practices,"" Ashish Kumar Srivastava , MD & CEO, PNB MetLife, said. PNB MetLife said its strong fund management capabilities coupled with robust risk management practices have enabled the company to reward policyholders with consistent bonus pay-outs. (",article tag,,2022,July
https://economictimes.indiatimes.com/industry/banking/finance/insure/metlife-plans-to-raise-its-stake-in-indian-venture-acquire-stake-of-ige-elpro/articleshow/86759189.cms,"Metlife plans to raise its stake in Indian venture; acquire stake of IGE, Elpro","04 Oct, 2021, 09:17 PM IST","iStock Metlife (File Photo) US-based insurance firm Metlife on Monday said it proposes to raise its stake in its Indian venture by acquiring a 15.27 per cent stake of IGE (India) Private Limited and Elpro International Limited in PNB MetLife India Insurance Company. With the acquisition, MetLife International Holdings, LLC (MIHL) in PNB Metlife will increase to 47.32 per cent, MetLife said in a statement. The share purchase agreement with IGE and Elpro International is subject to all necessary regulatory approvals, it said. ""MetLife's joint-venture in India has all of the hallmarks we look for in deploying capital to create long term shareholder value: a track record of consistent execution, an extensive distribution network, strong growth and an advantaged position in one of the world's most attractive life insurance markets,"" said Kishore Ponnavolu, regional president, MetLife Asia. Founded in 2001, PNB MetLife's shareholders include MIHL (32 per cent stake), Punjab National Bank (PNB), and Elpro other private investors. PNB joined as the promoter of PNB Metlife Insurance with a 30 per cent stake in 2012. The Dabriwala family, promoted by Rajendra Dabriwala and his son, Surbhit Dabriwala through their companies, IGE and Elpro, is one of the initial investors in PNB MetLife, with access to more than 200 million customers across 15,000 sales locations nationwide. Live Events ""The Dabriwala family has been a strong supporter of PNB MetLife and valued members of its board, and we thank them for their contribution to the company,"" he said. (",article tag,,2021,October
https://economictimes.indiatimes.com/industry/banking/finance/insure/pnb-metlife-announces-rs-532-cr-bonus-for-policyholders-in-fy21/articleshow/84472811.cms,PNB MetLife announces Rs 532 cr bonus for policyholders in FY21,"16 Jul, 2021, 05:02 PM IST","Agencies PNB MetLife India Insurance Company has announced a bonus of Rs 532 crore for the eligible policyholders of participating products during 2020-21. This bonus is 7 per cent higher than that in previous year. PNB MetLife said it has been consistently declaring bonus on participating products every year and 4.6 lakh customers, whose policies are in force as of March 31, 2021, will be benefiting from this bonus. Policyholder bonus is the share of profits generated by the company's participating funds which is paid to the customers at various benefit events. PNB MetLife's strong fund management capabilities coupled with robust risk management practices have enabled the company to reward policyholders with higher bonus payouts, the insurer said in a release on Friday. Live Events Ashish Kumar Srivastava, MD & CEO, PNB MetLife, said despite these trying times, the company has delivered steady growth on participating products over the years. ""The declaration of this Rs 532 crore bonus reinforces our commitment to help our customers reach their financial aspirations through every stage of Life,"" he said. PNB MetLife's shareholders include MetLife International Holdings LLC . (MIHL), Punjab National Bank (PNB), Jammu & Kashmir Bank, M Pallonji and Company Pvt Ltd and other private investors. MIHL and PNB are the majority shareholders. (",article tag,,2021,July
https://economictimes.indiatimes.com/industry/banking/finance/insure/pnb-metlife-to-sell-policies-to-baharain-bank-customers/articleshow/61595340.cms,PNB MetLife to sell policies to Baharain Bank customers,"10 Nov, 2017, 06:03 PM IST","PTI Private sector life insurer PNB MetLife has inked a corporate agency tie-up with Bank of Bahrain and Kuwait (BBK) to sell retail and group insurance products of the company to the foreign bank's customers in India. As a part of this tie-up, PNB MetLife will offer its wide array of best-in-class and innovative insurance solutions to BBK's India customers spread across its branches, PNB MetLife said in a statement. ""Bancassurance tie-up forms an important part of the PNB MetLife's growth strategy and the company has forged many successful alliances, to enhance its distribution footprint in the country,"" it said. PNB MetLife will offer its products across protection, health, savings, wealth and rural plans to the customers of BBK. PNB Metfile MD & CEO Ashish Srivastava said, ""It will be able to offer customised insurance solutions to BBK customers."" Mallikarjun Kota, Country Head and Chief Executive Office,r said: ""Bank of Bahrain and Kuwait has been operating in India for over 30 years...BBK intends to leverage its strong presence in the region and amongst the Indian diaspora to serve with most suitable solutions."" PNB MetLife is jointly held by MetLife International Holdings LLC (MIHL), Punjab National Bank (PNB), Jammu and Kashmir Bank, M Pallonji and Company Private Ltd and other private investors. MIHL and PNB are the majority shareholders in the firm. PNB MetLife had 93,015 polices/schemes outstanding by September 2017. Its premium collection by the end of second quarter (September) of this fiscal was at Rs 555.40 crore, up from Rs 440.45 crore till the same time a year ago. (",article tag,,2017,November
https://economictimes.indiatimes.com/markets/stocks/earnings/pnb-metlife-india-fy14-net-profit-up-by-78-per-cent-at-rs-192-crore/articleshow/35166342.cms,PNB MetLife India FY'14 net profit up by 78 per cent at Rs 192 crore,"15 May, 2014, 05:42 PM IST","PTI MUMBAI: Private sector player PNB MetLife India (PNB MetLife) today reported 78 per cent growth in net profit at Rs 192 crore for 2013-14 on the back of operational efficiencies and higher sales from long-term regular premium products. PNB MetLife's net profit stood at Rs 108 crore in 2012-13, the company said in a release. This is the fourth consecutive year of the company, which is ranked amongst top 10 private players, declaring profits. The adjusted new business premium (ANBP) of the company stood at Rs 587 crore in 2013-14 compared to Rs 572 crore in 2012-13. PNB MetLife's market share also increased to 3.2 per cent in FY'13 from 3 per cent last year. The Claims Settlement Ratio of the company also improved to 90 per cent from 84 per cent in the previous year. ""The profitability has been as a result of operational efficiencies and higher sales from long-term regular premium products (close to 90 per cent of our portfolio). We are currently focused on bancassurance and agency sales force, but the aim is to be a multi-distribution model including online. ""Our objective is to grow our top-line without comprising on the profitability,"" PNB MetLife Managing Director and CEO Tarun Chugh said. PNB MetLife is a joint venture between MetLife International Holdings (MIHI), Punjab National Bank (PNB), Jammu & Kashmir Bank (JKB), M Pallonji and Company and other private investors, with MIHI and PNB being the majority shareholders. Live Events",article tag,,2014,May
https://economictimes.indiatimes.com/wealth/personal-finance-news/pnb-gets-regulatory-approvals-for-acquiring-30-stake-in-metlife-india-insurance-company-to-be-re-branded/articleshow/17887422.cms,"PNB gets regulatory approvals for acquiring 30% stake in Metlife India Insurance, company to be re-branded","04 Jan, 2013, 06:44 PM IST","PTI NEW DELHI: Punjab National Bank today said it has received all regulatory approvals for acquiring 30 per cent stake in Metlife India Insurance . Income Tax Guide Income Tax Slabs FY 2025-26 Income Tax Calculator 2025 New Income Tax Bill 2025 Following this, the private sector life insurer would be re-branded as PNB Metlife India Ltd. In a filing on BSE , PNB said, the bank has received all regulatory approvals, including CCl's, for acquiring 30 per cent stake in Metlife India Insurance. Both PNB and MetLife India had approached the fair trade regulator Competition Commission of India (CCI) for approval on December 7, 2012. On closing of the transaction, the company will be re-branded, it said. Live Events State-run PNB had announced picking up of 30 per cent stake in MetLife India Insurance for an undisclosed sum in 2011. As per the terms of the deal, US-based MetLife will have an arrangement with the existing shareholders and will raise its stake to 26 per cent within 120 days of operationalisation of the deal. Currently, MetLife India stakeholders, include Jammu and Kashmir Bank , Shapoorji Pallonji and other investors, besides MetLife. It is to be noted that PNB in 2010 decided to part ways with its foreign partner Principal Financial Group in a proposed life insurance joint venture it set up four years ago. PNB bought the entire 26 per cent stake held by Principal Financial Group and the 32 per cent participating interest of domestic firm UK ( Berger ) Paints in Principal PNB Life Insurance Company Ltd. PNB's stake in the proposed joint venture was 30 per cent, while that of Vijaya Bank was 12 per cent.",article tag,,2013,January
https://economictimes.indiatimes.com/industry/banking/finance/banking/cci-approves-stake-buy-by-pnb-in-metlife-india-insurance/articleshow/17875489.cms,CCI approves stake buy by PNB in MetLife India Insurance,"03 Jan, 2013, 08:56 PM IST","NEW DELHI: Fair trade regulator CCI has approved 30 per cent stake purchase by state-owned Punjab National Bank ( PNB ) in MetLife India Insurance Company . The Competition Commission of India (CCI) said the deal would not have any adverse impact on the competition scenario. In its order on December 26, CCI noted that operations of PNB and MetLife India are not similar or identical. ""Although PNB provides services to MetLife India as a distribution agent, the share of MetLife India in the business of life insurance is relatively insignificant and is not likely to raise any adverse effect on competition in India,"" CCI said. In 2011, PNB had announced picking up of 30 per cent stake or about 60.38 crore shares in MetLife India for an undisclosed amount. Live Events Besides, the two entities had reached an agreement following which PNB is acting as an agent of MetLife India for the distribution of its insurance products. MetLife India is a joint venture between MetLife International (an affiliate of US-based MetLife Inc) and group of Indian investors. Both PNB and MetLife India had approached the fair trade regulator for approval on December 7, 2012. (",article tag,,2013,January
https://economictimes.indiatimes.com/wealth/personal-finance-news/metlife-launches-new-term-insurance-product-online/articleshow/6741556.cms,MetLife launches new term insurance product online,"13 Oct, 2010, 02:55 PM IST","NEW DELHI: Private sector insurer MetLife India Insurance today launched a term insurance product Met Protect, the first such life cover plan by the company to be available online . Income Tax Guide Income Tax Slabs FY 2025-26 Income Tax Calculator 2025 New Income Tax Bill 2025 Met Protect would allow customers within the age group of 21-45 years to avail of life cover protection through the Internet, MetLife said in a statement. Term Insurance is a product that provides protection only for a specified period of time. ""By launching Met Protect, we are taking yet another step to reach our customers and empower them to self-design their protection plan with least effort and time,"" MetLife Managing Director Rajesh Relan said. Met Protect would offer customers single and semi-annual premium payment option, the first of its kind amongst all the term products available online. Live Events ""This is part of our larger strategy towards increasing our distribution reach and enabling us to maximise the benefits in order to provide value to the customers,"" he added. MetLife currently has over 55,000 financial advisers and bancassurance distribution channel offering products to 17 million customers. MetLife India is a joint venture between the US-based MetLife International Holdings, The Jammu and Kashmir Bank, M Pallonji and other private investors.",article tag,,2010,October
https://economictimes.indiatimes.com/wealth/personal-finance-news/metlife-persistency-ratio-highest-among-industry-at-84/articleshow/6432182.cms,MetLife persistency ratio highest among industry at 84%,"25 Aug, 2010, 02:45 PM IST","NEW DELHI: Private sector insurer MetLife on Wednesday said it has been able to retain 84 per cent of its customers in April-June quarter against the industry average of 70 per cent. Income Tax Guide Income Tax Slabs FY 2025-26 Income Tax Calculator 2025 New Income Tax Bill 2025 Private sector taken together has average persistency ratio (APR) of 68 per cent and while the industry as a whole, comprising LIC, has APR of 70 per cent. Persistency ratio is one the key determinants of the financial health of the life insurance player, which is a result of increasing faith that customers have in MetLife brand and products, the company said in a statement. This is also a reflection of the excellent customer service that the organisation provides to its customers, it said. Commenting on this, MetLife India Insurance Managing Director Rajesh Relan said, ""In an industry that is going through a significant upheaval, we are very pleased to see customers repose high levels of trust in MetLife's brand and products. This is yet another reflection of our commitment to provide our customers with the best-in-class products and services that are un-matched in the industry."" Live Events Additionally, this indicates that MetLife is ready to meet the challenges based on new ULIP guidelines, he said. MetLife, it said, has also recorded the ticket size of Rs 27,000 in new business premium during April-June quarter which is higher compared to average of private players at Rs 21,000 and the industry average of Rs 20,000. MetLife has over 55,000 financial advisors and 1.7 crore customers. MetLife India is a joint venture between the US-based MetLife International Holdings, The Jammu and Kashmir Bank, M Pallonji and other private investors.",article tag,,2010,August
https://economictimes.indiatimes.com/news/international/metlife-q1-profit-at-usd-805-mn/articleshow/5877035.cms,Metlife Q1 profit at USD 805 mn,"30 Apr, 2010, 04:56 PM IST","NEW YORK: Life insurer Metlife Inc on Friday said it has returned to profit during the first quarter with a net income of USD 805 million on investment gains. In the year-ago period, the company had a net loss of USD 574 million, Metlife said in a statement. ""MetLife delivered very strong first quarter results, generating significant earnings growth, growing premiums, fees & other revenues by 12 per cent and increasing net investment income by 31 percent. ""Improved equity market levels, solid underwriting results and our expense savings efforts also contributed to our strong performance in the quarter,"" MetLife Chairman President and CEO C Robert Henrikson said. MetLife reported a net investment income which includes dividends and payments on bond rose 31 per cent from year-ago period to USD 4.3 billion in the first quarter ended March 31, 2010. Live Events The company's total operating revenues rose 17 per cent from year-ago period to USD 13.06 billion in the three-month period ended March 31. Metlife said its earnings from overall premiums, fees & other revenues stood at USD 8.8 billion, up 12 per cent from the first quarter of 2009, driven by growth in the US and International businesses. In the Europe/the Middle East/ India region, premiums, fees and other revenues were up 30 per cent ""due to growth primarily in India."" Last month, MetLife acquired AIG 's American Life Insurance Company (ALICO) unit for USD 15.5 billion to expand its footprint. (",article tag,,2010,April
